Avg MJD,Avg V-mag,Avg SE,Avg Air Mass,Observation Count,Uncertainty
58084.06566243902,12.082686585365858,0.0011951219512195122,1.1863658536585362,82,0.00013197914091871903
58084.10709878049,12.083945121951222,0.0012963414634146338,1.3710975609756098,82,0.00014315696611897786
58084.148842650626,12.083816867469876,0.0017012048192771086,1.6965903614457825,83,0.00018673148807884672
58084.17203666667,12.082033333333333,0.001922222222222222,1.9664444444444444,9,0.0006407407407407407
58085.0427825,12.082124999999998,0.0021125000000000002,1.125,8,0.0007468815376282909
58085.06572148148,12.08406419753087,0.001723456790123457,1.1957777777777778,81,0.00019149519890260635
58085.10704792682,12.082942682926836,0.0022670731707317084,1.3870243902439023,82,0.0002503563499672437
58085.13278277777,12.082383333333333,0.0030611111111111112,1.5633333333333335,18,0.000721510808210718
58087.06253181818,12.083516363636365,0.0034672727272727273,1.2045818181818186,55,0.0004675269591699646
58087.09000230768,12.080815384615388,0.003115384615384615,1.317846153846154,13,0.0008640522287354529
58087.151050666645,12.086335555555552,0.0027977777777777766,1.8032000000000008,45,0.00041706808646996057
58091.04186636365,12.078427272727275,0.004554545454545455,1.168090909090909,11,0.0013732471239405418
58091.06568602739,12.084252054794522,0.0026479452054794525,1.2595890410958903,73,0.00030991854456180885
58091.09744883721,12.083516279069766,0.002688372093023256,1.4250465116279072,43,0.0004099729007081186
58092.066257341765,12.085183544303796,0.0020873417721518988,1.273708860759494,79,0.00023484429729455866
58092.08953916666,12.081758333333333,0.002858333333333334,1.3909166666666666,12,0.0008251297597168403
58094.053334,12.083760000000002,0.0041849999999999995,1.2387000000000001,20,0.0009357944485836619
58094.120375999984,12.090500000000004,0.002053333333333333,1.6753666666666664,30,0.0003748856615813136
58094.13770166666,12.088697222222224,0.0020611111111111117,1.873388888888889,36,0.0003435185185185186
58095.069333880594,12.087604477611936,0.0018865671641791035,1.326880597014926,67,0.00023048086218861152
58095.10687109755,12.08665731707317,0.0017719512195121944,1.5832195121951214,82,0.00019567927730091702
58095.13628419355,12.087729032258064,0.0021161290322580647,1.889516129032258,31,0.00038006799396633664
58096.06834513888,12.091988888888885,0.0013972222222222214,1.3365833333333343,72,0.00016466421802631168
58096.10715743903,12.093389024390246,0.0015048780487804873,1.6100243902439024,82,0.00016618597948336658
58096.13467370371,12.093418518518517,0.0019444444444444444,1.9039629629629629,27,0.0003742085078080908
58100.04066941176,12.088376470588237,0.0030294117647058825,1.2534117647058824,17,0.0007347402758453616
58100.06564136362,12.087455681818183,0.0015193181818181814,1.384295454545455,88,0.00016195986236786992
58100.10722333334,12.08790229885057,0.0015643678160919543,1.717781609195402,87,0.00016771783447290102
58100.12936500001,12.087083333333332,0.00185,1.981,6,0.0007552593373581467
58101.06963422535,12.08671690140845,0.0022028169014084503,1.4240140845070426,71,0.00026142626949509664
58101.10728784092,12.087923863636366,0.002319318181818183,1.7482840909090904,88,0.00024724014891011424
58102.043164285715,12.080814285714284,0.0026000000000000003,1.288857142857143,7,0.000982707629823991
58102.06559693184,12.085004545454545,0.0020727272727272725,1.4176704545454542,88,0.0002209534696776326
58102.10577268293,12.08579268292683,0.0019939024390243903,1.760268292682927,82,0.00022018968918582205
58103.04444,12.0959,0.0014,1.308,1,0.0014
58103.06548852271,12.085509090909092,0.0021772727272727273,1.4348636363636365,88,0.00023209805257803955
58103.10452053334,12.08678666666667,0.002602666666666666,1.7756399999999997,75,0.00030053006012217305
58107.04409,12.0824,0.0030000000000000005,1.3643333333333334,3,0.0017320508075688776
58107.06546536588,12.084080487804881,0.002203658536585364,1.5125609756097562,82,0.0002433533751429848
58107.09850142856,12.085879591836738,0.0019020408163265305,1.8287755102040812,49,0.0002717201166180758
58108.04348000001,12.0787,0.00196,1.377,5,0.0008765386471799175
58108.06707675324,12.085745454545457,0.0020324675324675328,1.5460649350649354,77,0.00023162117163549794
58108.09840333332,12.089419444444445,0.002552777777777777,1.8611666666666669,36,0.00042546296296296283
58110.04301,12.081516666666667,0.0047,1.407,6,0.0019187669651801564
58110.065377590356,12.083357831325301,0.0026530120481927707,1.5787469879518072,83,0.0002912059042136122
58110.09478970588,12.085094117647062,0.002017647058823529,1.882852941176471,34,0.0003460236159051795
58111.043394,12.073080000000001,0.010440000000000001,1.427,5,0.0046689099370195615
58111.062393947366,12.08618947368421,0.007344736842105263,1.5838684210526317,38,0.001191473648357785
58111.09427666667,12.086374999999997,0.0061333333333333335,1.9114166666666668,24,0.00125196142408918
58112.04428,12.0834,0.0026,1.451,1,0.0026
58112.065753048795,12.083782926829265,0.0023658536585365857,1.6309512195121951,82,0.000261264829981954
58112.09220956522,12.082260869565214,0.0016260869565217395,1.9200434782608693,23,0.00033906256894498254
58113.044175,12.0745,0.00245,1.4695,2,0.0017324116139070412
58113.065597951805,12.081132530120483,0.0022746987951807233,1.6557590361445786,83,0.0002496806299524523
58113.090836470576,12.081941176470588,0.0023,1.9383529411764704,17,0.0005578319375835659
58116.06666692307,12.081041025641026,0.0024679487179487185,1.750935897435898,78,0.00027944016547799323
58116.08663,12.0845,0.0017,1.995,1,0.0017
58117.06604653845,12.082155128205125,0.00208974358974359,1.773269230769231,78,0.00023661686739175528
58118.06639440677,12.08300508474576,0.002205084745762711,1.8057966101694916,59,0.00028707758167127425
