12 header lines (incl this one)
Object: KIC846
UT Date for start of observations: 2017.12.25
Observer: B.Gary
Band: g'-band, 17 ref star calibration 
Telescope: Meade 14" LX200-GPS, no FR
CCD: SBIG ST-10XME
Col 1: MJD (defined = JD - 2400000.5)
Col 2: g'-mag
Col 3: SE
Col 4: air mass

58112.11130	12.0970	0.0020	2.225
58112.11179	12.0800	0.0019	2.235
58112.11230	12.0768	0.0019	2.244
58112.11281	12.0769	0.0019	2.254
58112.11331	12.0864	0.0018	2.264
58112.11382	12.0909	0.0017	2.274
58112.11432	12.0885	0.0016	2.284
58112.11481	12.0826	0.0016	2.293
58112.11534	12.0759	0.0016	2.304
58112.11584	12.0980	0.0016	2.314
58112.11634	12.0803	0.0017	2.325
58112.11685	12.0931	0.0019	2.335
58112.11736	12.1017	0.0022	2.346
58112.11786	12.0897	0.0024	2.356
58112.11837	12.0852	0.0026	2.367
58112.11888	12.0918	0.0028	2.378
58112.11937	12.0842	0.0029	2.389
58112.11988	12.0854	0.0030	2.400
58112.12038	12.0940	0.0030	2.411
58112.12089	12.0891	0.0029	2.422
58112.12139	12.0747	0.0028	2.434
58112.12190	12.0929	0.0026	2.445
58112.12240	12.0720	0.0025	2.457
58112.12291	12.0785	0.0023	2.468
58112.12341	12.0814	0.0022	2.480
58112.12389	12.0989	0.0021	2.492
58112.12439	12.0841	0.0021	2.503
58112.12490	12.0765	0.0017	2.516
58112.12539	12.0945	0.0018	2.528
58112.12590	.	0.0018	2.540
58112.12641	12.0887	0.0019	2.553
58112.12691	12.0830	0.0020	2.566
58112.12741	12.1033	0.0025	2.578
58112.12792	12.0739	0.0026	2.591
58112.12841	12.0801	0.0027	2.604
58112.12891	12.0851	0.0027	2.617
58112.12942	12.0768	0.0028	2.631
58112.12992	12.0827	0.0028	2.644
58112.13043	12.0704	0.0030	2.658
58112.13094	12.0874	0.0031	2.671
58112.13144	12.0785	0.0033	2.685
58112.13191	12.0803	0.0034	2.698
58112.13241	12.0837	0.0035	2.712
58112.13292	12.0902	0.0036	2.727
58112.13343	12.0846	0.0036	2.741
58112.13392	12.0682	0.0036	2.756
58112.13443	12.0997	0.0036	2.771
58112.13494	12.0871	0.0036	2.786
58112.13544	12.0853	0.0035	2.801
58112.13595	12.1035	0.0033	2.816
58112.13645	12.0948	0.0032	2.831
58112.13696	12.0721	0.0032	2.847
58112.13745	12.1018	0.0032	2.863
58112.13795	12.0924	0.0033	2.878
58112.13845	12.0839	0.0034	2.894
58112.13896	12.1004	0.0035	2.911
58112.13946	12.0840	0.0036	2.927
58112.13997	12.0622	0.0038	2.944
58112.14046	12.0763	0.0039	2.960
58112.14097	12.0962	0.0039	2.978
58112.14147	12.0964	0.0039	2.995
58112.14198	12.0863	0.0039	3.012
58112.14248	12.0781	0.0037	3.030
58112.14299	12.0919	0.0035	3.048
58112.14350	12.0971	0.0034	3.066
58112.14399	12.0884	0.0032	3.084
58112.14449	12.0761	0.0030	3.102
58112.14499	12.0800	0.0030	3.120
58112.14549	12.0941	0.0031	3.139
